;hh_number;factor;income;hh_structure;education;domicile_size;age;age_cat
386;66033;195;118571.74;nuclear;Profesional completa;2500-15000;60;55-64
387;66036;195;23218.03;nuclear;Secundaria completa;2500-15000;39;35-44
388;67015;443;112104.2;ampliado;Secundaria completa;<2500;65;65-74
389;67016;189;9124.76;ampliado;Primaria incompleta;>100000;64;55-64
390;67044;511;48172.3;nuclear;Preparatoria completa;2500-15000;41;35-44
391;68006;688;37958.81;ampliado;Secundaria completa;<2500;42;35-44
392;68012;542;233600.14;nuclear;Posgrado;<2500;53;45-54
393;68020;612;8030.31;unipersonal;Primaria completa;2500-15000;54;45-54
394;68027;228;19452.32;ampliado;Primaria incompleta;>100000;84;>=75
395;68037;53;95360.67;ampliado;Secundaria completa;2500-15000;50;45-54
396;68042;470;20789.23;nuclear;Secundaria incompleta;2500-15000;45;45-54
397;69001;759;56913.94;ampliado;Secundaria incompleta;15000-100000;64;55-64
398;69002;759;78135.59;ampliado;Profesional incompleta;15000-100000;72;65-74
399;69014;544;81336.72;ampliado;Profesional incompleta;<2500;85;>=75
400;69022;381;46251.32;nuclear;Secundaria incompleta;2500-15000;41;35-44
401;69026;876;7562.54;unipersonal;Sin instruccion;15000-100000;70;65-74
402;69037;303;43806.34;nuclear;Preparatoria completa;>100000;37;35-44
403;69802;447;30397.31;ampliado;Primaria completa;<2500;71;65-74
404;69804;389;96036.34;ampliado;Profesional completa;<2500;62;55-64
405;69822;688;67331.69;ampliado;Secundaria completa;<2500;40;35-44
406;69828;542;53333.93;nuclear;Profesional incompleta;<2500;48;45-54
407;69842;470;32131.39;nuclear;Secundaria completa;2500-15000;53;45-54
408;71011;896;10122.19;ampliado;Sin instruccion;>100000;55;55-64
409;71012;896;16626.81;ampliado;Sin instruccion;>100000;70;65-74
410;71020;925;9174.79;ampliado;Primaria incompleta;2500-15000;74;65-74
411;71033;5015;5149.85;nuclear;Primaria incompleta;2500-15000;30;25-34
412;71045;2417;7828.49;nuclear;Preparatoria completa;15000-100000;26;25-34
413;71058;1088;13762.18;nuclear;Primaria incompleta;<2500;30;25-34
414;71079;2572;8487.69;nuclear;Primaria completa;>100000;43;35-44
415;71080;2572;7123.43;nuclear;Primaria incompleta;>100000;70;65-74
416;71091;1820;13542.8;nuclear;Secundaria completa;<2500;27;25-34
417;71095;361;7499.39;nuclear;Primaria completa;15000-100000;34;25-34
418;71097;361;4492.65;nuclear;Sin instruccion;15000-100000;61;55-64
419;71098;361;3512.37;nuclear;Primaria incompleta;15000-100000;25;25-34
420;71100;758;4803.79;nuclear;Primaria completa;>100000;42;35-44
421;71108;758;10934.95;ampliado;Primaria completa;>100000;24;<25
422;71111;1435;4248.33;ampliado;Sin instruccion;>100000;73;65-74
423;71112;1435;17003.28;nuclear;Primaria incompleta;>100000;26;25-34
424;71115;1435;9030.19;nuclear;Primaria incompleta;>100000;47;45-54
425;71118;1435;3952.13;ampliado;Sin instruccion;>100000;86;>=75
426;72006;2637;6255.41;nuclear;Primaria incompleta;>100000;45;45-54
427;72014;5015;16146.5;unipersonal;Primaria incompleta;2500-15000;22;<25
428;72017;5015;6099.63;nuclear;Secundaria incompleta;2500-15000;23;<25
429;72025;248;13746.81;nuclear;Secundaria completa;15000-100000;42;35-44
430;72030;646;24877.38;ampliado;Primaria completa;15000-100000;51;45-54
431;72031;646;45230.97;ampliado;Primaria incompleta;15000-100000;55;55-64
432;72032;646;8302.56;nuclear;Sin instruccion;15000-100000;43;35-44
433;72033;646;21530.14;ampliado;Sin instruccion;15000-100000;49;45-54
434;72039;1888;13459.52;nuclear;Secundaria completa;<2500;40;35-44
435;72044;1060;9678.76;ampliado;Primaria incompleta;<2500;69;65-74
436;72048;1060;21300.29;unipersonal;Secundaria completa;<2500;50;45-54
437;72054;1424;1856.11;nuclear;Sin instruccion;>100000;20;<25
438;72076;1073;37560.02;nuclear;Secundaria completa;<2500;47;45-54
439;72092;361;4593.45;nuclear;Sin instruccion;15000-100000;26;25-34
440;72102;895;9633.37;ampliado;Sin instruccion;>100000;50;45-54
441;73001;1975;22986.96;unipersonal;Preparatoria completa;2500-15000;36;35-44
442;73003;1975;37580.91;nuclear;Profesional completa;2500-15000;57;55-64
443;73007;925;8332.84;unipersonal;Sin instruccion;2500-15000;32;25-34
444;73010;925;11090.23;nuclear;Primaria incompleta;2500-15000;48;45-54
445;73011;5015;4511.75;nuclear;Primaria incompleta;2500-15000;38;35-44
446;73015;5015;10923.85;nuclear;Secundaria incompleta;2500-15000;39;35-44
447;73017;443;6422.25;nuclear;Sin instruccion;15000-100000;45;45-54
448;73038;940;15361.03;nuclear;Primaria completa;>100000;50;45-54
449;73039;940;4598.43;nuclear;Sin instruccion;>100000;54;45-54
450;73040;917;5933.79;nuclear;Secundaria incompleta;>100000;51;45-54
451;73060;1403;4189.08;nuclear;Primaria completa;>100000;22;<25
452;73063;1403;6402.08;nuclear;Primaria incompleta;>100000;45;45-54
453;73070;1146;9169.59;nuclear;Sin instruccion;<2500;51;45-54
454;73071;1146;6654.12;nuclear;Primaria completa;<2500;23;<25
455;73082;841;9658.56;ampliado;Sin instruccion;15000-100000;70;65-74
456;73096;626;47788.68;nuclear;Posgrado;<2500;37;35-44
457;73110;361;8684.69;nuclear;Primaria completa;15000-100000;28;25-34
458;74011;2342;47468.17;nuclear;Secundaria completa;15000-100000;50;45-54
459;74027;1464;10107.23;ampliado;Primaria completa;>100000;30;25-34
460;74029;1464;14237.83;nuclear;Primaria incompleta;>100000;34;25-34
461;74037;1447;6281.13;nuclear;Sin instruccion;15000-100000;32;25-34
462;74039;1200;12015.77;ampliado;Primaria incompleta;>100000;59;55-64
463;74053;688;20602.6;ampliado;Sin instruccion;<2500;48;45-54
464;74064;2417;42113.61;nuclear;Preparatoria completa;15000-100000;34;25-34
465;74075;483;6933.45;nuclear;Primaria incompleta;15000-100000;39;35-44
466;74090;494;2263.44;unipersonal;Primaria incompleta;15000-100000;50;45-54
467;74092;2256;4141.69;ampliado;Sin instruccion;>100000;46;45-54
468;74107;645;18535.87;nuclear;Primaria incompleta;<2500;77;>=75
469;74109;1168;19948.29;nuclear;Secundaria completa;<2500;33;25-34
470;74110;1168;114859.29;ampliado;Secundaria completa;<2500;56;55-64
471;74111;1168;14493.91;unipersonal;Primaria incompleta;<2500;58;55-64
472;74111;1168;16458.87;nuclear;Primaria completa;<2500;45;45-54
473;74113;1168;17073.88;nuclear;Secundaria completa;<2500;26;25-34
474;75001;637;9486.75;nuclear;Secundaria incompleta;15000-100000;41;35-44
475;75002;637;11561.4;nuclear;Primaria incompleta;15000-100000;29;25-34
476;75025;1464;12884.99;nuclear;Secundaria completa;>100000;19;<25
477;75032;1447;13218.89;ampliado;Sin instruccion;15000-100000;45;45-54
478;75033;1447;18590.51;nuclear;Preparatoria incompleta;15000-100000;34;25-34
479;75050;2417;9560.95;nuclear;Primaria completa;15000-100000;44;35-44
480;75051;609;14579.63;nuclear;Secundaria completa;<2500;44;35-44
481;75052;609;32338;ampliado;Secundaria completa;<2500;70;65-74
482;75054;609;21252.71;nuclear;Preparatoria completa;<2500;40;35-44
483;75080;2572;7113.33;nuclear;Primaria incompleta;>100000;70;65-74
484;75089;2256;6577.85;ampliado;Secundaria completa;>100000;39;35-44
485;75093;2256;3808.33;ampliado;Sin instruccion;>100000;64;55-64
486;75095;2256;7746.02;ampliado;Primaria incompleta;>100000;73;65-74
487;75098;933;36549.14;nuclear;Profesional completa;<2500;38;35-44
488;75101;1052;31711.11;nuclear;Secundaria completa;<2500;43;35-44
489;76014;1447;11847.19;nuclear;Secundaria completa;15000-100000;32;25-34
490;76027;646;7520.43;ampliado;Primaria incompleta;15000-100000;46;45-54
491;76028;646;16168.86;nuclear;Preparatoria incompleta;15000-100000;23;<25
492;76041;1938;19074.34;nuclear;Primaria completa;2500-15000;62;55-64
493;76045;1938;50212.26;ampliado;Primaria incompleta;2500-15000;72;65-74
494;76048;809;18503.35;nuclear;Primaria incompleta;>100000;34;25-34
495;76050;809;43645.41;nuclear;Secundaria incompleta;>100000;34;25-34
496;76055;2417;6196.81;nuclear;Secundaria completa;15000-100000;30;25-34
497;76067;541;112655.94;nuclear;Posgrado;<2500;58;55-64
498;76068;541;111302.12;nuclear;Posgrado;<2500;56;55-64
499;76073;1138;44716.42;nuclear;Preparatoria incompleta;<2500;45;45-54
500;76076;483;10528.64;ampliado;Primaria completa;15000-100000;27;25-34
501;76079;2447;9304.26;ampliado;Primaria incompleta;>100000;78;>=75
502;76080;2447;7634.72;nuclear;Secundaria completa;>100000;44;35-44
503;76081;2447;8653.49;nuclear;Preparatoria completa;>100000;43;35-44
504;76082;2447;11261.58;ampliado;Sin instruccion;>100000;67;65-74
505;76096;1044;6172.75;nuclear;Sin instruccion;>100000;78;>=75
506;76099;868;35681.89;nuclear;Preparatoria completa;<2500;37;35-44
507;76100;868;38153.58;nuclear;Profesional completa;<2500;48;45-54
508;76111;1062;96461.78;nuclear;Profesional completa;<2500;49;45-54
509;77021;1709;5507.97;nuclear;Primaria incompleta;>100000;77;>=75
510;77032;443;3558.66;nuclear;Primaria incompleta;15000-100000;37;35-44
511;77039;863;4667.69;unipersonal;Sin instruccion;>100000;70;65-74
512;77042;863;8579.28;nuclear;Primaria completa;>100000;41;35-44
513;77053;646;22924.23;nuclear;Primaria completa;15000-100000;48;45-54
514;77064;1270;19553.04;coresidente;Preparatoria completa;<2500;21;<25
515;77073;614;12534.03;ampliado;Primaria incompleta;<2500;75;>=75
516;77088;880;9581;ampliado;Primaria completa;>100000;52;45-54
517;77094;862;16795.59;ampliado;Primaria completa;<2500;46;45-54
518;77098;959;46426.04;ampliado;Primaria incompleta;<2500;76;>=75
519;77106;634;55941.74;nuclear;Preparatoria completa;<2500;30;25-34
520;78007;1709;8210.31;ampliado;Primaria incompleta;>100000;54;45-54
521;78009;1709;8191.65;ampliado;Primaria incompleta;>100000;41;35-44
522;78010;1709;7419.35;ampliado;Sin instruccion;>100000;77;>=75
523;78017;1447;15380.12;nuclear;Primaria incompleta;15000-100000;45;45-54
524;78022;443;21590.69;nuclear;Preparatoria completa;15000-100000;30;25-34
525;78023;443;14771.23;ampliado;Primaria incompleta;15000-100000;30;25-34
526;78031;863;11644.73;nuclear;Primaria incompleta;>100000;83;>=75
527;78034;863;5826.41;nuclear;Primaria incompleta;>100000;42;35-44
528;78037;646;8675.6;nuclear;Primaria completa;15000-100000;48;45-54
529;78038;646;18956.26;nuclear;Primaria incompleta;15000-100000;46;45-54
530;78041;2279;5241.15;nuclear;Sin instruccion;>100000;40;35-44
531;78048;2279;11834.86;nuclear;Primaria completa;>100000;46;45-54
532;78049;446;21971.22;nuclear;Primaria incompleta;2500-15000;25;25-34
533;78060;809;7157.24;nuclear;Sin instruccion;>100000;45;45-54
534;78061;809;7216.72;nuclear;Primaria incompleta;>100000;42;35-44
535;78065;809;14830.65;nuclear;Sin instruccion;>100000;43;35-44
536;78080;1086;27700.34;ampliado;Secundaria completa;<2500;51;45-54
537;78083;1020;10767.66;unipersonal;Primaria incompleta;<2500;54;45-54
538;78087;483;5242.64;nuclear;Secundaria completa;15000-100000;24;<25
539;78093;1044;5532.04;nuclear;Sin instruccion;>100000;60;55-64
540;78094;1044;3662.8;ampliado;Sin instruccion;>100000;48;45-54
541;78098;1044;4409.9;nuclear;Primaria incompleta;>100000;38;35-44
542;78099;1044;11509.76;unipersonal;Sin instruccion;>100000;65;65-74
543;78101;1044;10712.14;nuclear;Primaria incompleta;>100000;68;65-74
544;78105;1644;8579.81;unipersonal;Primaria incompleta;<2500;49;45-54
545;79001;1975;70977.44;ampliado;Primaria completa;2500-15000;71;65-74
546;79005;1975;116402.08;ampliado;Secundaria completa;2500-15000;53;45-54
547;79014;896;5614.69;ampliado;Primaria incompleta;>100000;54;45-54
548;79015;896;3638.63;nuclear;Sin instruccion;>100000;33;25-34
549;79020;925;18208.12;ampliado;Secundaria incompleta;2500-15000;40;35-44
550;79026;818;7773.26;nuclear;Primaria incompleta;>100000;34;25-34
551;79043;917;3726.33;nuclear;Secundaria completa;>100000;33;25-34
552;79051;248;10051.89;unipersonal;Sin instruccion;15000-100000;88;>=75
553;79052;1403;38945.77;nuclear;Sin instruccion;>100000;32;25-34
554;79056;1403;8335.81;nuclear;Primaria completa;>100000;50;45-54
555;79067;1056;91346.47;unipersonal;Profesional completa;<2500;27;25-34
556;79081;1463;61201.77;nuclear;Secundaria completa;<2500;46;45-54
557;79092;685;9943.39;nuclear;Preparatoria completa;<2500;38;35-44
558;79111;1435;3826.16;nuclear;Primaria incompleta;>100000;40;35-44
559;81024;613;80453.95;nuclear;Preparatoria completa;2500-15000;35;35-44
560;81026;406;22488.22;nuclear;Secundaria completa;15000-100000;37;35-44
561;81037;234;4368;nuclear;Primaria completa;>100000;30;25-34
562;81046;526;46223;ampliado;Primaria completa;2500-15000;77;>=75
563;81053;2564;13877.14;unipersonal;Preparatoria completa;<2500;25;25-34
564;81056;2564;16594.41;nuclear;Primaria incompleta;<2500;59;55-64
565;81068;1878;28571.5;nuclear;Primaria completa;<2500;37;35-44
566;81074;1859;23283.53;ampliado;Primaria completa;>100000;60;55-64
567;81075;1859;8203.46;nuclear;Sin instruccion;>100000;58;55-64
568;81076;1859;13647.5;nuclear;Sin instruccion;>100000;36;35-44
569;81082;1859;30516.15;nuclear;Secundaria incompleta;>100000;57;55-64
570;81087;3688;32909.58;nuclear;Primaria incompleta;15000-100000;75;>=75
571;81088;3688;3051.62;nuclear;Secundaria incompleta;15000-100000;24;<25
572;81095;220;2991.78;nuclear;Sin instruccion;>100000;45;45-54
573;81096;220;1624.54;nuclear;Sin instruccion;>100000;46;45-54
574;81098;220;2354.53;nuclear;Sin instruccion;>100000;63;55-64
575;82004;1811;13509.93;nuclear;Primaria incompleta;>100000;68;65-74
576;82026;1996;21474.79;nuclear;Preparatoria incompleta;<2500;40;35-44
577;82027;1996;22482.9;nuclear;Secundaria completa;<2500;26;25-34
578;82029;1996;37142.2;nuclear;Secundaria completa;<2500;32;25-34
579;82036;2523;44108.88;ampliado;Primaria incompleta;<2500;36;35-44
580;82047;252;40489.45;nuclear;Sin instruccion;>100000;65;65-74
581;82063;461;38179.72;nuclear;Primaria incompleta;2500-15000;75;>=75
582;82064;461;22684.63;ampliado;Primaria incompleta;2500-15000;94;>=75
583;82073;1452;23289.53;nuclear;Secundaria completa;<2500;34;25-34
584;82078;2225;14170.32;nuclear;Secundaria incompleta;<2500;26;25-34
585;82081;2225;36721.7;ampliado;Primaria completa;<2500;37;35-44
586;82083;1685;71380.83;unipersonal;Preparatoria completa;<2500;57;55-64
587;82084;1685;25392.62;nuclear;Profesional incompleta;<2500;57;55-64
588;82099;3688;10666.78;nuclear;Sin instruccion;15000-100000;86;>=75
589;83007;284;26767.71;nuclear;Secundaria completa;>100000;28;25-34
590;83010;284;11291.84;ampliado;Primaria incompleta;>100000;24;<25
591;83026;1701;33724.44;nuclear;Primaria completa;<2500;65;65-74
592;83031;2164;30271.32;nuclear;Secundaria completa;<2500;39;35-44
593;83048;156;11388.69;ampliado;Primaria completa;>100000;48;45-54
594;83050;156;10109.28;nuclear;Primaria incompleta;>100000;37;35-44
595;83058;511;38950.85;ampliado;Primaria completa;2500-15000;45;45-54
596;83089;2247;30741.06;ampliado;Secundaria incompleta;<2500;24;<25
597;84002;1811;7004.02;nuclear;Primaria incompleta;>100000;60;55-64
598;84008;1811;13484.78;nuclear;Primaria completa;>100000;43;35-44
599;84009;1811;3780.78;unipersonal;Primaria completa;>100000;62;55-64
600;84010;538;26888.89;nuclear;Sin instruccion;2500-15000;69;65-74
601;84017;602;17532.61;nuclear;Secundaria incompleta;2500-15000;23;<25
602;84019;602;19055;unipersonal;Secundaria completa;2500-15000;51;45-54
603;84021;2660;11818.22;nuclear;Primaria incompleta;<2500;61;55-64
604;84036;2343;189037.8;nuclear;Profesional completa;<2500;54;45-54
605;84039;2343;34178.23;nuclear;Preparatoria completa;<2500;47;45-54
606;84042;150;42102.55;nuclear;Profesional completa;2500-15000;46;45-54
607;84050;187;11085.18;nuclear;Primaria completa;>100000;90;>=75
608;84059;187;6301.27;nuclear;Primaria incompleta;>100000;27;25-34
609;84085;1669;11745.53;nuclear;Secundaria completa;<2500;27;25-34
610;84088;1669;31444.2;unipersonal;Primaria incompleta;<2500;81;>=75
611;84093;2109;16267.32;nuclear;Sin instruccion;<2500;55;55-64
612;84099;2063;49905.98;nuclear;Secundaria incompleta;<2500;75;>=75
613;85003;538;52400.2;nuclear;Profesional completa;2500-15000;44;35-44
614;85009;602;17290.96;nuclear;Secundaria completa;2500-15000;41;35-44
615;85014;3489;68701.54;nuclear;Profesional incompleta;<2500;32;25-34
616;85019;2409;56653.78;nuclear;Primaria completa;<2500;60;55-64
617;85022;2324;25093.15;compuesto;Secundaria completa;<2500;20;<25
618;85023;2324;23363.38;nuclear;Primaria completa;<2500;46;45-54
619;85025;2324;39963.56;nuclear;Secundaria completa;<2500;49;45-54
620;85042;252;6402.4;nuclear;Primaria incompleta;>100000;38;35-44
621;85045;252;6561.81;nuclear;Primaria incompleta;>100000;58;55-64
622;85052;167;64374.72;nuclear;Profesional completa;2500-15000;38;35-44
623;85063;2283;11096.18;unipersonal;Primaria completa;<2500;35;35-44
624;85065;1522;33185.19;ampliado;Preparatoria completa;<2500;51;45-54
625;85070;1331;39732.96;nuclear;Profesional completa;<2500;47;45-54
626;85088;579;56217.76;nuclear;Primaria completa;>100000;23;<25
627;85097;3688;30771.52;nuclear;Primaria incompleta;15000-100000;58;55-64
628;86020;1543;89242.18;nuclear;Profesional incompleta;<2500;51;45-54
629;86025;1546;25840.1;nuclear;Preparatoria completa;<2500;47;45-54
630;86030;150;29755.78;nuclear;Preparatoria completa;2500-15000;33;25-34
631;86032;613;35195.57;unipersonal;Primaria incompleta;2500-15000;69;65-74
632;86036;167;51941.21;nuclear;Preparatoria completa;2500-15000;67;65-74
633;86037;167;168707.64;nuclear;Profesional completa;2500-15000;48;45-54
634;86041;2197;10348.11;unipersonal;Primaria incompleta;<2500;65;65-74
635;86045;2197;31870.55;ampliado;Primaria incompleta;<2500;64;55-64
636;86047;1671;30106.77;nuclear;Preparatoria incompleta;<2500;47;45-54
637;86056;1627;45623.76;unipersonal;Profesional completa;<2500;48;45-54
638;86059;1627;22561.3;nuclear;Primaria completa;<2500;71;65-74
639;86065;1848;24282.09;coresidente;Primaria completa;<2500;56;55-64
640;86067;1859;4778;nuclear;Sin instruccion;>100000;38;35-44
641;86068;1859;8573.29;nuclear;Sin instruccion;>100000;68;65-74
642;86079;579;10027.25;unipersonal;Primaria incompleta;>100000;67;65-74
643;86086;579;12935.1;unipersonal;Primaria incompleta;>100000;47;45-54
644;86088;3688;40760.58;nuclear;Primaria incompleta;15000-100000;58;55-64
645;86090;3688;36869.1;nuclear;Primaria incompleta;15000-100000;50;45-54
646;86095;220;15040.8;nuclear;Primaria incompleta;>100000;65;65-74
647;86096;220;8797.9;nuclear;Primaria incompleta;>100000;52;45-54
648;87010;2071;31144.23;nuclear;Primaria incompleta;<2500;75;>=75
